,Unnamed: 0,city,station,station_name,year,month,day,time_span,season,PM2.5,PRES,TEMP,DEWP,HUMI,IRAIN,pm25_camq,pm10_camq,PM25_cv,cbwd,CV_Iws,NE_Iws,NW_Iws,SE_Iws,SW_Iws,dem,geo,ndv,typ,road,dem_10,dem_25,dem_50,dem_75,dem_100,ndv_10,ndv_25,ndv_50,ndv_75,ndv_100,road_10,road_25,road_50,road_75,road_100,geo_10,geo_25,geo_50,geo_75,geo_100,typ_50,typ_100,typ_150,typ_200,lon,lat,TerraAOD,AquaAOD,Y-M-D
31,34088,Hengshui,Hengshui_Shijiancezhan,Shijiancezhan,2015,12,21,355,4,517.3333333,1024.841667,0.120833333,-4.65,71.08333333,0,249.3640082,299.2107846,340.8713736,SE,0,1.6,0,2.608333333,1.475,1178,13,0.536,53,0.206518266,1179.8,1127.6,1096.66,1093.36,1077.33,0.4152,0.35568,0.356238,0.352585333,0.357556,0.117166593,0.128625198,0.121904045,0.12116264,0.123814873,16,16,16,12,16,52,52,52,52,115.643,37.738,171,1171,2015/12/21
32,35178,Langfang,Langfang_Beihuahangtianxueyuan,Beihuahangtianxueyuan,2015,12,21,355,4,462.0869565,1025.525,-2.370833333,-4.85,84.41666667,0,315.266681,431.4660717,271.1567426,SW,0,1,1.3,1.3,2.257142857,1098,20,0.492,52,0.026157923,1111,1072.72,1074.52,1062.426667,1056.77,0.5,0.518232,0.520312,0.517858667,0.525553,0.124761694,0.101998503,0.087716478,0.080545288,0.074211238,14,14,16,12,12,52,52,52,52,116.737,39.534,229.1666667,112,2015/12/21
33,36240,Langfang,Langfang_Kaifaqu,Kaifaqu,2015,12,21,355,4,358.5,1025.525,-2.370833333,-4.85,84.41666667,0,274.2432406,391.1413919,268.2384461,SW,0,1,1.3,1.3,2.257142857,1080,20,0.456,52,0.144196307,1085.6,1076.52,1068.94,1063.906667,1054.68,0.4704,0.511516,0.516472,0.520577333,0.524832,0.108227859,0.101244563,0.091892892,0.080086197,0.074442603,13,14,15,12,19,52,52,52,52,116.773,39.575,205.2,617,2015/12/21
34,37299,Langfang,Langfang_Yaocaigongsi,Yaocaigongsi,2015,12,21,355,4,513.8333333,1025.525,-2.370833333,-4.85,84.41666667,0,331.4647987,467.2587595,270.9871897,SW,0,1,1.3,1.3,2.257142857,1156,12,0.512,46,0.02979942,1115.1,1076.32,1072.22,1058.106667,1039.73,0.5172,0.529592,0.529512,0.521966667,0.522793,0.096038455,0.10644725,0.08798271,0.081796773,0.072238084,12,12,12,12,12,52,52,52,52,116.684,39.518,246.6,784,2015/12/21
35,38390,Qinhuangdao,Qinhuangdao_Beidaihe,Beidaihe,2015,12,21,355,4,203.7083333,1026.141667,0.183333333,-5.279166667,68.70833333,0,104.5112658,133.1300248,264.4613146,NW,0.4,1.2,19.23809524,0,2.1,906,29,0.708,52,0.022165111,937.3,946.76,950.6,960.04,955.51,0.7164,0.6827,0.65127,0.653485333,0.649794,0.092154479,0.152553305,0.145344052,0.126380856,0.137688146,94,14,19,19,19,12,12,12,12,119.526,39.828,911,316,2015/12/21
36,39479,Qinhuangdao,Qinhuangdao_Diyiguan,Diyiguan,2015,12,21,355,4,243.875,1026.141667,0.183333333,-5.279166667,68.70833333,0,82.9593199,107.0128404,260.8069521,NW,0.4,1.2,19.23809524,0,2.1,958,22,0.656,12,0.01308176,1008.6,984.52,972.46,968.96,966.16,0.62999,0.686868,0.70071,0.708313333,0.711993,0.101285111,0.117639399,0.135729427,0.142993585,0.135319837,26,13,12,17,19,12,12,12,12,119.762,40.018,142,280,2015/12/21
37,40568,Qinhuangdao,Qinhuangdao_Jiancezhan,Jiancezhan,2015,12,21,355,4,214.8333333,1026.141667,0.183333333,-5.279166667,68.70833333,0,77.50722625,100.29265,261.6853906,NW,0.4,1.2,19.23809524,0,2.1,945,16,0.712,23,0.079076995,950.8,962.84,966.52,963.6933333,961.31,0.69959,0.687344,0.67751,0.663138667,0.669552,0.104744943,0.149631515,0.13983378,0.136119607,0.138732963,20,12,12,12,14,52,12,12,12,119.602,39.957,618,107,2015/12/21
38,41657,Qinhuangdao,Qinhuangdao_Jianshedasha,Jianshedasha,2015,12,21,355,4,228.375,1026.141667,0.183333333,-5.279166667,68.70833333,0,90.82240353,116.4944046,261.894201,NW,0.4,1.2,19.23809524,0,2.1,906,14,0.708,32,0.012497298,933.8,947.96,954.58,960.3866667,956.14,0.7164,0.6827,0.65127,0.653485333,0.649914,0.123733294,0.152553305,0.145329799,0.134367145,0.143927975,12,14,14,14,14,12,12,12,12,119.537,39.942,103,385,2015/12/21
39,42707,Qinhuangdao,Qinhuangdao_Shizhengfu,Shizhengfu,2015,12,21,355,4,221.7916667,1026.141667,0.183333333,-5.279166667,68.70833333,0,95.49588888,122.3495514,262.1802521,NW,0.4,1.2,19.23809524,0,2.1,945,12,0.632,51,0.079076995,950.8,962.84,966.52,962.4933333,962.11,0.69959,0.682384,0.67959,0.664952,0.670913,0.104744943,0.149631515,0.13983378,0.136119607,0.138732963,20,20,14,14,14,52,12,12,12,119.607,39.936,710,435,2015/12/21
40,43796,Shijiazhuang,Shijiazhuang_Gaoxinqu,Gaoxinqu,2015,12,21,355,4,440.6363636,1014.054167,0.191666667,-4.245833333,73.41666667,0,279.5811146,348.8881981,366.7640588,NW,0.35,1.966666667,2.711111111,3.15,0.85,1084,12,0.364,53,0.145720155,1119.8,1102.8,1109.4,1106.613333,1108.03,0.3336,0.338236,0.357674,0.365326667,0.379754,0.073872358,0.073908574,0.099878611,0.088343389,0.087181814,12,16,16,12,21,52,52,52,52,114.605,38.04,461,145,2015/12/21
41,44883,Shijiazhuang,Shijiazhuang_Renminhuitang,Renminhuitang,2015,12,21,355,4,473.2083333,1014.054167,0.191666667,-4.245833333,73.41666667,0,320.4363574,405.2124638,366.1657192,NW,0.35,1.966666667,2.711111111,3.15,0.85,1093,21,0.312,46,0.107622642,1082.3,1109.56,1112.4,1112.746667,1117.66,0.36639,0.347196,0.351676,0.354768,0.361553,0.059944783,0.071942715,0.092136339,0.08679142,0.088049602,12,12,16,39,21,52,52,52,52,114.521,38.052,461,209.6666667,2015/12/21
42,45970,Shijiazhuang,Shijiazhuang_Shijigongyuan,Shijigongyuan,2015,12,21,355,4,599.5,1014.054167,0.191666667,-4.245833333,73.41666667,0,320.4363574,405.2124638,367.3059395,NW,0.35,1.966666667,2.711111111,3.15,0.85,1118,21,0.34,12,0.013373159,1082.3,1107.24,1113.18,1110.626667,1113.96,0.36119,0.344316,0.351036,0.35834,0.366073,0.074735475,0.074401554,0.092136339,0.08679142,0.088475399,12,16,16,21,21,52,52,52,52,114.542,38.031,461,87,2015/12/21
43,47052,Shijiazhuang,Shijiazhuang_Xibeishuiyuan,Xibeishuiyuan,2015,12,21,355,4,484.3043478,1014.054167,0.191666667,-4.245833333,73.41666667,0,263.6491006,322.3747614,361.8611521,NW,0.35,1.966666667,2.711111111,3.15,0.85,1060,12,0.416,31,0.073541356,1086,1111.48,1109.98,1114.026667,1117.66,0.36479,0.349276,0.352636,0.350234667,0.354835,0.053353677,0.076623705,0.091609148,0.085827393,0.090483726,13,21,15,21,12,52,52,52,52,114.502,38.14,461,72,2015/12/21
44,48139,Shijiazhuang,Shijiazhuang_Xinangaojiao,Xinangaojiao,2015,12,21,355,4,492.2916667,1014.054167,0.191666667,-4.245833333,73.41666667,0,320.4363574,405.2124638,368.4149864,NW,0.35,1.966666667,2.711111111,3.15,0.85,1070,16,0.412,24,0.08075255,1089.6,1115,1113.4,1118.773333,1119.89,0.36239,0.349276,0.357116,0.348369333,0.353115,0.057854044,0.069828429,0.086560862,0.086002439,0.08533615,12,12,16,21,16,52,52,52,52,114.467,38.012,461,138.1111111,2015/12/21
45,49226,Shijiazhuang,Shijiazhuang_Zhigongyiyuan,Zhigongyiyuan,2015,12,21,355,4,458.9583333,1014.054167,0.191666667,-4.245833333,73.41666667,0,266.7848097,329.4937971,366.1096118,NW,0.35,1.966666667,2.711111111,3.15,0.85,1069,21,0.36,21,0.08075255,1092,1115,1115,1119.266667,1120.47,0.35959,0.357756,0.358476,0.346929333,0.351435,0.055069709,0.067580464,0.082582121,0.083376671,0.085662761,12,12,15,21,21,52,52,52,52,114.455,38.051,461,228,2015/12/21
46,50313,Tangshan,Tangshan_Gongxiaoshe,Gongxiaoshe,2015,12,21,355,4,301.625,1024.45,-3.908333333,-5.6,89.04166667,0,350.6604796,492.1739846,261.04789,NW,0.35,3.975,2.32,0.95,1.733333333,939,15,0.688,31,0.047132908,933.9,953.88,946.84,949.8266667,948.99,0.5828,0.57216,0.582156,0.588365333,0.595232,0.059806991,0.13180566,0.118746962,0.125602404,0.115922659,12,15,15,12,12,12,12,12,12,118.166,39.631,314.2222222,177,2015/12/21
47,51407,Tangshan,Tangshan_Leidazhan,Leidazhan,2015,12,21,355,4,367.7083333,1024.45,-3.908333333,-5.6,89.04166667,0,236.9752092,315.7993358,261.512262,NW,0.35,3.975,2.32,0.95,1.733333333,906,15,0.632,52,0.047132908,925.5,953.68,946.5,949.72,950.95,0.586,0.574556,0.584398,0.585538667,0.598071,0.061368461,0.121877593,0.118746962,0.125602404,0.117867609,12,15,15,19,12,31,12,12,12,118.144,39.643,314.2222222,852,2015/12/21
48,52501,Tangshan,Tangshan_Shierzhong,Shierzhong,2015,12,21,355,4,339.1666667,1024.45,-3.908333333,-5.6,89.04166667,0,276.7165859,379.3862898,258.4570972,NW,0.35,3.975,2.32,0.95,1.733333333,939,12,0.58,11,0.047132908,936.4,955.32,947.48,949.5733333,950.55,0.5828,0.56864,0.583196,0.588578667,0.591952,0.068957279,0.121877593,0.122299163,0.126261746,0.11867825,12,15,15,12,12,12,12,12,12,118.184,39.658,284,1141,2015/12/21
49,53595,Tangshan,Tangshan_Taocigongsi,Taocigongsi,2015,12,21,355,4,353.875,1024.45,-3.908333333,-5.6,89.04166667,0,276.7165859,379.3862898,255.9351704,NW,0.35,3.975,2.32,0.95,1.733333333,923,19,0.472,31,0.095367829,944.3,951.92,950.92,948.3066667,948.78,0.5848,0.55856,0.584876,0.591672,0.589312,0.069966932,0.106439373,0.124350092,0.128941563,0.119331081,15,15,15,12,12,12,12,12,12,118.219,39.668,279.6666667,604.7142857,2015/12/21
50,54678,Tangshan,Tangshan_Wuziju,Wuziju,2015,12,21,355,4,291.3333333,1024.45,-3.908333333,-5.6,89.04166667,0,276.7165859,379.3862898,259.4172268,NW,0.35,3.975,2.32,0.95,1.733333333,939,12,0.58,21,0.047132908,936.4,955.32,949.4,949.5733333,950.55,0.5852,0.56864,0.583196,0.591725333,0.590312,0.0617189,0.126945034,0.122299163,0.125602404,0.11867825,12,15,15,12,12,12,12,12,12,118.185,39.641,314.2222222,177,2015/12/21
